longitude,latitude,information,location
-117.124863,32.686008,Pacific Fleet,
-117.113068,32.674606,8th St.,
-117.107971,32.661957,24th St.,
-117.098869,32.638931,Bayfront/E Street Station,
-117.095383,32.629871,H Street Station,
-117.084747,32.602791,Palomar St.,
-117.083885,32.585091,Palm Avenue,
-117.067093,32.569485,Iris Avenue,
-117.04702,32.557693,Beyer Blvd.,
-117.029503,32.544586,San Ysidro/International Border,
-117.020561,32.764839,La Mesa Blvd.,
-117.017281,32.756901,Spring St.,
-117.03083,32.743202,Lemon Grove Depot,
-117.039711,32.723579,Massachusetts Ave.,
-117.063057,32.710209,Encanto/62nd St.,
-117.085892,32.709633,Euclid Trolley,
-117.09507,32.708305,47th St.,
-117.124954,32.705524,32nd St. & Commercial,
-117.140549,32.705303,25th & Commercial,
-117.168236,32.711494,Seaport Village,
-117.163628,32.709084,Convention Center,
-117.160072,32.707012,Gaslamp Quarter,
-117.15043,32.810005,3 Par At Four Points -  (Public),"8110 Aero Dr, San Diego, CA, 92123, (858) 277-8888, 9 holes - 793 yards - par 27"
-117.096132,32.794893,Admiral Baker Golf Course - North Course (Private),"Friars Rd & Admiral Baker Rd, San Diego, CA, 92120, (619) 556-5520, 18 holes - 6822 yards - par 72"
-117.096132,32.794893,Admiral Baker Golf Course - South Course (Private),"Friars Rd & Admiral Baker Rd, San Diego, CA, 92120, (619) 556-5520, 18 holes - 6061 yards - par 72"
-117.288241,33.274351,Arrowood Golf Course -  (Public),"5201 A Village Dr, Oceanside, CA, 92057, (760) 967-8400, 18 holes - 6721 yards - par 71"
-117.136691,32.724447,Balboa Park Golf Course -  (Municipal),"2600 Golf Course Dr, San Diego, CA, 92102, (619) 239-1660, 18 holes - 6267 yards - par 72"
-117.136691,32.724447,Balboa Park Golf Course - Executive Course (Municipal),"2600 Golf Course Dr, San Diego, CA, 92102, (619) 239-1660, 9 holes - 2197 yards - par 32"
-116.869462,32.933515,Barona Creek Golf Club -  (Public),"1932 Wildcat Canyon Rd, Lakeside, CA, 92040, (888) 722-7662, 18 holes - 7088 yards - par 72"
-117.071567,33.005189,Bernardo Heights Country Club -  (Private),"16066 Bernardo Heights Pkwy, San Diego, CA, 92128, (858) 487-4022, 18 holes - 6748 yards - par 72"
-117.015699,32.680119,Bonita Golf Club -  (Public),"5540 Sweetwater Rd, Bonita, CA, 91902, (619) 267-1103, 18 holes - 6287 yards - par 71"
-117.009671,32.842719,Carlton Oaks Country Club -  (Public),"9200 Inwood Dr, Santee, CA, 92071, (800) 831-6757, 18 holes - 7090 yards - par 72"
-117.076292,32.974756,Carmel Mountain Ranch Country Club -  (Public),"14050 Carmel Ridge Rd, San Diego, CA, 92128, (858) 487-9224, 18 holes - 6296 yards - par 71"
-117.145014,33.25575,Castle Creek Golf Club -  (Public),"8797 Circle R Dr, Escondido, CA, 92026, (760) 749-2422, 18 holes - 6372 yards - par 72"
-117.356849,33.19327,Center City Golf Course -  (Public),"Oceanside Boulevard @ Saratoga, Oceanside, CA, 92054, (760) 433-8590, 18 holes - 4797 yards - par 66"
-117.031867,32.661286,Chula Vista Municipal Golf Course -  (Municipal),"4475 Bonita Rd, Bonita, CA, 91902, (619) 479-4141, 18 holes - 6759 yards - par 73"
-117.083535,32.75104,Colina Park Golf Course -  (Municipal),"4085 52nd St, San Diego, CA, 92105, (619) 582-4704, 18 holes - 1252 yards - par 54"
-117.167659,32.684808,Coronado Municipal Golf Course -  (Municipal),"2000 Visalia Row, Coronado, CA, 92118, (619) 435-3121, 18 holes - 6633 yards - par 72"
-116.91134,32.748314,Cottonwood Golf - Ivanhoe Course (Public),"3121 Willow Glen Dr, El Cajon, CA, 92019, (800) 455-1902, 18 holes - 6837 yards - par 72"
-116.91134,32.748314,Cottonwood Golf - Monte Vista Course (Public),"3121 Willow Glen Dr, El Cajon, CA, 92019, (800) 455-1902, 18 holes - 6248 yards - par 71"
-117.195727,32.978568,Del Mar Country Club -  (Private),"6001 Clubhouse Drive, Rancho Santa Fe, CA, 92067, (858) 759-5525, 18 holes - 6950 yards - par 72"
-117.091142,32.978265,Doubletree Golf Resort -  (Public),"14455 Penasquitos Dr, San Diego, CA, 92129, (858) 485-4145, 18 holes - 6500 yards - par 72"
-117.007385,33.116605,Eagle Crest Golf Club -  (Public),"3101 Hidden Oaks Ln, Escondido, CA, 92027, (760) 737-9762, 18 holes - 6417 yards - par 72"
-116.958181,32.639487,Eastlake Country Club -  (Public),"2375 Clubhouse Dr, Chula Vista, CA, 91915, (619) 482-5757, 18 holes - 6606 yards - par 72"
-117.321822,33.182594,El Camino Country Club -  (Private),"3202 Vista Way, Oceanside, CA, 92056, (760) 757-2100, 18 holes - 6734 yards - par 72"
-117.332191,33.215256,Emerald Isle Golf Course -  (Public),"660 S El Camino Real, Oceanside, CA, 92057, (760) 721-4700, 18 holes - 2500 yards - par 56"
-117.276373,33.070935,Encinitas Ranch Golf Course -  (Municipal),"1275 Quail Gardens Dr, Encinitas, CA, 92024, (760) 944-1936, 18 holes - 6523 yards - par 72"
-117.124232,33.157101,Escondido Country Club -  (Private),"1800 W Country Club Ln, Escondido, CA, 92026, (760) 746-4212, 18 holes - 6140 yards - par 70"
-117.206819,32.9791,Fairbanks Ranch Country Club -  (Private),"15150 San Dieguito Road, Rancho Sante Fe, CA, 92067, (858) 259-8819, 18 holes - 7225 yards - par 72"
-117.190623,33.342525,Fallbrook Golf Club -  (Public),"2757 Gird Rd, Fallbrook, CA, 92028, (760) 728-8334, 18 holes - 6223 yards - par 72"
-117.286309,33.093277,Four Seasons Resort Aviara - Aviara Course (Public),"7447 Batiquitos Dr, Carlsbad, CA, 92011, (760) 603-6900, 18 holes - 7007 yards - par 72"
-117.265783,33.092411,La Costa Resort & Spa - North Course (Private),"2100 Costa del Mar Rd, Carlsbad, CA, 92009, (800) 854-5000, 18 holes - 7021 yards - par 72"
-117.265783,33.092411,La Costa Resort & Spa - South Course (Private),"2100 Costa del Mar Rd, Carlsbad, CA, 92009, (800) 854-5000, 18 holes - 7004 yards - par 72"
-117.260794,32.852141,La Jolla Beach & Tennis Club -  (Private),"2000 Spindrift Dr, La Jolla, CA, 92037, (858) 454-7126, 9 holes - 1362 yards - par 27"
-117.269581,32.837455,La Jolla Country Club -  (Private),"7301 High Ave, La Jolla, CA, 92037, (858) 454-9601, 18 holes - 6713 yards - par 72"
-117.203977,33.124022,Lake San Marcos Country Club -  (Private),"1750 San Pablo Dr, San Marcos, CA, 92078, (760) 744-1310, 18 holes - 6515 yards - par 72"
-117.21745,33.121423,Lake San Marcos Executive Golf Course -  (Public),"1556 Camino del Arroyo, San Marcos, CA, 92078, (760) 744-9092, 18 holes - 2700 yards - par 58"
-117.240739,32.995834,Lomas Santa Fe Country Club -  (Private),"1505 Lomas Santa Fe Dr, Solana Beach, CA, 92075, (858) 755-6768, 18 holes - 6607 yards - par 72"
-117.239672,32.999464,Lomas Santa Fe Executive Golf Course -  (Public),"1580 Sun Valley Rd, Solana Beach, CA, 92075, (858) 755-0195, 18 holes - 2295 yards - par 56"
-117.022409,33.035097,Maderas Golf Club -  (Public),"17750 Old Coach Rd, Poway, CA, 92064, (858) 451-8100, 18 holes - 7115 yards - par 72"
-117.377329,33.24991,Marine Memorial Golf Course -  (Private),"Golf Course Road, Bldg. 18415, Camp Pendleton, CA, 92055, (760) 725-4390, 18 holes - 6711 yards - par 72"
-117.109291,33.215505,Meadow Lake Golf Course -  (Public),"10333 Meadow Glen Way E, Escondido, CA, 92026, (760) 749-1620, 18 holes - 6557 yards - par 72"
-117.115473,32.872051,Miramar Memorial Golf Course -  (Private),"U.S. Marine Corps, San Diego, CA, 92145, (858) 577-4155, 18 holes - 6818 yards - par 72"
-117.216405,32.798836,Mission Bay Golf Resort -  (Municipal),"2702 N Mission Bay Dr, San Diego, CA, 92109, (858) 581-7880, 18 holes - 2719 yards - par 58"
-117.037732,32.8015,Mission Trails Golf Course -  (Public),"7380 Golfcrest Pl, San Diego, CA, 92119, (619) 460-5400, 18 holes - 6004 yards - par 71"
-117.209306,32.991195,Morgan Run Resort & Club - East Course (Private),"5690 Cancha de Golf, Rancho Santa Fe, CA, 92091, (858) 756-2471, 9 holes - 3125 yards - par 36"
-117.209306,32.991195,Morgan Run Resort & Club - North Course (Private),"5690 Cancha de Golf, Rancho Santa Fe, CA, 92091, (858) 756-2471, 9 holes - 3176 yards - par 35"
-117.209306,32.991195,Morgan Run Resort & Club - South Course (Private),"5690 Cancha de Golf, Rancho Santa Fe, CA, 92091, (858) 756-2471, 9 holes - 3475 yards - par 36"
-116.955599,33.01485,Mt. Woodson Country Club -  (Public),"16422 N Woodson Dr, Ramona, CA, 92065, (760) 788-3555, 18 holes - 6113 yards - par 70"
-117.084296,32.661119,National City Golf Course -  (Municipal),"1439 Sweetwater Rd, National City, CA, 91950, (619) 474-1400, 9 holes - 2220 yards - par 34"
-117.057673,33.032937,Oaks North Golf Course - East Course (Public),"12602 Oaks North Dr, San Diego, CA, 92128, (858) 487-3021, 9 holes - 1665 yards - par 30"
-117.057673,33.032937,Oaks North Golf Course - North Course (Public),"12602 Oaks North Dr, San Diego, CA, 92128, (858) 487-3021, 9 holes - 1749 yards - par 30"
-117.057673,33.032937,Oaks North Golf Course - South Course (Public),"12602 Oaks North Dr, San Diego, CA, 92128, (858) 487-3021, 9 holes - 1859 yards - par 30"
-117.267852,33.162386,Ocean Hills Country Club -  (Private),"4701 Leisure Village Way, Oceanside, CA, 92056, (760) 758-8772, 18 holes - 2138 yards - par 55"
-117.32179,33.25218,Oceanside Golf Course -  (Public),"825 Douglas Dr, Oceanside, CA, 92058, (760) 433-1360, 18 holes - 6450 yards - par 72"
-116.981439,33.30127,Pauma Valley Country Club -  (Private),"15835 Pauma Valley Dr, Pauma Valley, CA, 92061, (760) 742-3721, 18 holes - 7077 yards - par 72"
-117.197025,32.756011,Presidio Hills Golf Course -  (Public),"4136 Wallace St, San Diego, CA, 92110, (619) 295-9476, 18 holes - 1325 yards - par 54"
-117.066971,33.029691,Rancho Bernardo Inn Golf Course -  (Public),"17550 Bernardo Oaks Dr, San Diego, CA, 92128, (858) 675-8470, 18 holes - 6631 yards - par 72"
-117.289256,33.146683,Rancho Carlsbad Golf Club -  (Public),"5200 El Camino Real, Carlsbad, CA, 92010, (760) 438-1772, 18 holes - 2396 yards - par 56"
-117.163757,33.31737,Rancho Monserate Country Club and Homeowners Association -  (Private),"4650 Dulin Rd, Fallbrook, CA, 92028, (760) 728-2316, 9 holes"
-117.209233,33.024761,Rancho Santa Fe Golf Club -  (Private),"5827 Via De La Cumbre, Rancho Santa Fe, CA, 92067, (858) 756-1182, 18 holes - 7035 yards - par 72"
-117.092674,33.161259,Reidy Creek Golf Course -  (Public),"2300 N Broadway, Escondido, CA, 92026, (760) 740-2450, 18 holes - 2600 yards - par 54"
-117.170399,32.76453,Riverwalk Golf Club - Friars Course (Public),"1150 Fashion Valley Rd, San Diego, CA, 92108, (619) 296-4653, 9 holes - 3230 yards - par 36"
-117.170399,32.76453,Riverwalk Golf Club - Mission Course (Public),"1150 Fashion Valley Rd, San Diego, CA, 92108, (619) 296-4653, 9 holes - 3153 yards - par 36"
-117.170399,32.76453,Riverwalk Golf Club - Presidio Course (Public),"1150 Fashion Valley Rd, San Diego, CA, 92108, (619) 296-4653, 9 holes - 3397 yards - par 36"
-117.212029,32.74134,Sail Ho Golf Club -  (Public),"2960 Truxtun Rd, San Diego, CA, 92106, (619) 222-4653, 9 holes - 1023 yards - par 27"
-116.95558,32.664838,Salt Creek Golf Club -  (Public),"525 Hunte Pkwy, Chula Vista, CA, 91914, (619) 482-4666, 18 holes - 6889 yards - par 72"
-117.062201,32.623277,San Diego Country Club -  (Private),"88 L St, Chula Vista, CA, 91911, (619) 422-8895, 18 holes - 6896 yards - par 72"
-117.213364,33.28645,San Luis Rey Downs Golf Resort -  (Public),"31474 Golf Club Dr, Bonsall, CA, 92003, (760) 758-3762, 18 holes - 6850 yards - par 72"
-116.807212,33.002681,San Vicente Inn & Golf Club -  (Public),"24157 San Vicente Rd, Ramona, CA, 92065, (760) 789-3477, 18 holes - 6633 yards - par 72"
-117.205449,32.7016,Sea N Air Golf Course -  (Private),"Naval Air Station North Island, San Diego, CA, 92135, (619) 545-9659, 18 holes - 6275 yards - par 72"
-117.230861,33.168235,Shadowridge Country Club -  (Private),"1980 Gateway Dr, Vista, CA, 92081, (760) 727-7706, 18 holes - 6854 yards - par 72"
-116.949513,33.207229,Skyline Ranch Country Club -  (Private),"18218 Paradise Mountain Rd, Valley Center, CA, 92082, (760) 749-3233, 9 holes"
-116.894093,32.743198,Steele Canyon Golf Club - Canyon Nine Course (Public),"3199 Stonefield Dr, Jamul, CA, 91935, (619) 441-6900, 9 holes - 3206 yards - par 35"
-116.894093,32.743198,Steele Canyon Golf Club - Meadow Nine Course (Public),"3199 Stonefield Dr, Jamul, CA, 91935, (619) 441-6900, 9 holes - 3273 yards - par 35"
-116.894093,32.743198,Steele Canyon Golf Club - Ranch Nine Course (Public),"3199 Stonefield Dr, Jamul, CA, 91935, (619) 441-6900, 9 holes - 3535 yards - par 36"
-117.038598,33.021939,StoneRidge Country Club -  (Private),"17166 Stoneridge Country Club Ln, Poway, CA, 92064, (858) 487-2138, 18 holes - 6425 yards - par 72"
-117.016036,32.770602,Sun Valley Fairways -  (Public),"5080 Memorial Dr, La Mesa, CA, 91941, (619) 466-6102, 9 holes - 1026 yards - par 27"
-116.885143,32.786488,Sycuan Resort - Oak Glen Course (Public),"3007 Dehesa Rd, El Cajon, CA, 92019, (800) 457-5568, 18 holes - 6597 yards - par 72"
-116.885143,32.786488,Sycuan Resort - Pine Glen Course (Public),"3007 Dehesa Rd, El Cajon, CA, 92019, (800) 457-5568, 18 holes - 2508 yards - par 54"
-116.885143,32.786488,Sycuan Resort - Willow Glen Course (Public),"3007 Dehesa Rd, El Cajon, CA, 92019, (800) 457-5568, 18 holes - 6605 yards - par 72"
-117.188217,32.794943,Tecolote Canyon Golf Course -  (Public),"2755 Snead Ave, San Diego, CA, 92111, (858) 279-1600, 18 holes - 3161 yards - par 58"
-117.188646,33.056989,The Bridges At Rancho Santa Fe -  (Private),"18550 Seven Bridges Rd, Rancho Santa Fe, CA, 92091, (858) 756-8700, 18 holes - 6901 yards - par 71"
-117.063569,33.031087,The Country Club of Rancho Bernardo -  (Private),"12280 Greens East Rd, San Diego, CA, 92128, (858) 487-1134, 18 holes - 6428 yards - par 71"
-117.150356,33.019158,The Crosby National Golf Club -  (Private),"17102 Bing Crosby Blvd, San Diego, CA, 92127, (858) 756-6310, 18 holes - 6800 yards - par 70"
-117.324645,33.150831,The Crossings At Carlsbad -  (Municipal),"5800 The Crossings Dr, Carlsbad, CA, 92008, (760) 444-1800, 18 holes - 6835 yards - par 72"
-117.176845,32.985793,The Farms Golf Club -  (Private),"8500 St. Andrews Road, Rancho Santa Fe, CA, 92067, (858) 756-5585, 18 holes - 6850 yards - par 72"
-117.201627,33.32132,The Golf Club of California -  (Private),"3742 Flowerwood Ln, Fallbrook, CA, 92028, (760) 451-3700, 18 holes - 6850 yards - par 72"
-117.199754,32.940409,The Grand Golf Club -  (Private),"5200 Grand del Mar Way, San Diego, CA, 92130, (877) 530-0636, 18 holes"
-117.148278,32.992881,The Santaluz Club -  (Private),"8170 Caminito Santaluz E, San Diego, CA, 92127, (877) 632-6300, 18 holes - 7112 yards - par 71"
-117.243433,32.904429,Torrey Pines Golf Course - North Course (Municipal),"11480 N Torrey Pines Rd, La Jolla, CA, 92037, (800) 985-4653, 18 holes - 6647 yards - par 72"
-117.243433,32.904429,Torrey Pines Golf Course - South Course (Municipal),"11480 N Torrey Pines Rd, La Jolla, CA, 92037, (800) 985-4653, 18 holes - 7607 yards - par 72"
-117.19095,32.851254,Town Park Villas Golf Course -  (Public),"6301 Gullstrand St, San Diego, CA, 92122, (858) 558-7273, 9 holes"
-117.16044,33.166897,Twin Oaks Golf Course -  (Public),"1425 N Twin Oaks Valley Rd, San Marcos, CA, 92069, (760) 591-4653, 18 holes - 6535 yards - par 72"
-117.054074,33.073165,Vineyard At Escondido -  (Municipal),"925 San Pasqual Rd, Escondido, CA, 92025, (760) 735-9545, 18 holes - 6531 yards - par 70"
-117.193445,33.247343,Vista Valley Country Club -  (Private),"29354 Vista Valley Dr, Vista, CA, 92084, (760) 758-2800, 18 holes - 6345 yards - par 71"
-117.141708,33.232512,Welk Resort San Diego - Fountains Course (Public),"8860 Lawrence Welk Dr, Escondido, CA, 92026, (760) 749-3225, 18 holes - 4024 yards - par 61"
-117.141708,33.232512,Welk Resort San Diego - Oaks Course (Public),"8860 Lawrence Welk Dr, Escondido, CA, 92026, (760) 749-3225, 18 holes - 1837 yards - par 54"
-116.938329,32.864006,Willowbrook Golf Course -  (Public),"11905 Riverside Dr, Lakeside, CA, 92040, (619) 561-1061, 9 holes - 5926 yards - par 72"
-117.014086,33.205258,Woods Valley Golf Club -  (Public),"14616 Woods Valley Rd, Valley Center, CA, 92082, (760) 751-3007, 18 holes - 6505 yards - par 72"
-117.12813,32.74857,Bacchus House ,"3054 University Ave., San Diego, CA"
-117.14641,32.76124,Bourbon Street ,"4612 Park Blvd., San Diego, CA "
-117.16045,32.73777,Caliph Lounge ,"3100 5th Ave. , San Diego, CA "
-117.14575,32.76233,Cheers ,"1839 Adams Ave., San Diego, CA "
-117.18822,32.74444,Club Montage ,"2028 Hancock St., San Diego, CA "
-117.15484,32.74825,Flicks ,"1017 University Ave., San Diego, CA  "
-117.16177,32.74896,Martinis Above Fourth ,"3940 4th Ave., San Diego, CA "
-117.16031,32.74759,Number One (#1) Fifth Ave. ,"3845 5th Ave., San Diego, CA  "
-117.14617,32.74768,Numbers ,"3811 Park Blvd., San Diego, CA "
-117.14269,32.74858,Pecs ,"2046 University Ave., San Diego, CA  "
-117.13029,32.75071,Redwing Bar & Grill ,"4012 30th St., San Diego, CA "
-117.15433,32.74828,Rich's San Diego ,"1051 University Ave., San Diego, CA  "
-117.12881,32.74754,San Diego Eagle,"3040 North Park Way, San Diego, CA  "
-117.16009,32.72425,SRO Lounge ,"1807 5th Ave., San Diego, CA "
-117.16952,32.72703,Tango Wine in Little Italy ,"2161 India St., San Diego, CA "
-117.16052,32.7468,The Brass Rail ,"3796 5th Ave., San Diego, CA "
-117.14662,32.74634,The Flame,"3780 Park Blvd., San Diego, CA "
-117.21077,32.74338,The Hole ,"2820 Lytton St., San Diego, CA  "
-117.16053,32.74356,The Loft ,"3610 5th Ave., San Diego, CA "
-117.16008,32.73857,Top of the Park ,"525 Spruce St., San Diego, CA "
-117.15317,32.74868,Universal Lounge ,"1202 University Ave., San Diego, CA "
-117.16257,32.7484,Urban Mos ,"308 University Ave., San Diego, CA "
-117.326424,33.179587,SDCCU - Carlsbad Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Carlsbad Branch,2530 El Camino Real
-117.076071,32.987456,SDCCU - Carmel Mountain Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Carmel Mountain Branch,12330 Carmel Mountain Road
-117.077396,32.634336,SDCCU - Chula Vista Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Chula Vista Branch,303-1 H Street; Chula Vista; CA 91910
-116.96571,32.647607,SDCCU - East Lake Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - East Lake Branch,2280 Otay Lakes Road; Chula Vista; CA 91915
-116.965161,32.795366,SDCCU - El Cajon Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - El Cajon Branch,312 W. Main Street; El Cajon; CA 92020
-117.262045,33.058961,SDCCU - Encinitas Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Encinitas Branch,501 N. El Camino Real; Encinitas; CA 92024
-117.073872,33.105993,SDCCU - Escondido Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Escondido Branch,1600 S. Escondido Boulevard; Escondido; CA 92025
-117.081093,33.123137,SDCCU - Escondido Civic Center Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Escondido Civic Center Branch,150 E. Valley Parkway; Escondido; CA 92025
-117.13094,32.833625,SDCCU - Kearny Mesa Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Kearny Mesa Branch,5500 Overland Avenue; San Diego; CA 92123
-117.223391,32.861735,SDCCU - La Jolla/UC Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - La Jolla/UC Branch,7708 Regents Road; San Diego; CA 92122
-117.013845,32.780474,SDCCU - La Mesa Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - La Mesa Branch,8555 Fletcher Parkway; La Mesa; CA 91942
-117.173732,32.906734,SDCCU - Mira Mesa Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Mira Mesa Branch,6705 Mira Mesa Boulevard; San Diego; CA 92121
-117.1296,32.780131,SDCCU - Mission Valley Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Mission Valley Branch,2245 Fenton Parkway; San Diego; CA 92108
-117.289898,33.242325,SDCCU - Oceanside Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Oceanside Branch,625 College Boulevard; Oceanside; CA 92057
-117.239549,32.801015,SDCCU - Pacific Beach Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Pacific Beach Branch,1650-A Garnet Avenue; San Diego; CA 92109
-117.233016,32.720348,SDCCU - Point Loma Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Point Loma Branch,1004 Rosecrans Street; San Diego; CA 92106
-117.029539,32.938519,SDCCU - Poway Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Poway Branch,14099 Stowe Drive; Poway; CA 92064
-117.192968,32.767988,SDCCU - San Diego Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - San Diego Branch,5555 Mildred Street; San Diego; CA 92110
-117.181748,33.136661,SDCCU - San Marcos Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - San Marcos Branch,790 West San Marcos Boulevard; San Marcos; CA 92078
-116.984136,32.844324,SDCCU - Santee Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Santee Branch,286 Town Center Parkway; Santee; CA 92071
-117.258947,32.993304,SDCCU - Solana Beach Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Solana Beach Branch,665 San Rodolfo Drive; Solana Beach; CA 92075
-117.22057,32.898751,SDCCU - Sorrento Valley Hours: M-Th 9-5; Fri 9-6 San Diego County Credit Union - Sorrento Valley Branch,10715 Sorrento Valley Road; San Diego; CA 92121
-117.241642,32.89353,SDCCU - Torrey Pines Hours: M-Th 9-5; Fri 9-6 San Diego County Credit Union - Torrey Pines Branch,3366 N. Torrey Pines Court; La Jolla; CA 92037
-117.272453,33.19206,SDCCU - Vista Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Vista Branch,1475 W. Vista Way; Vista; CA 92083
-117.195779,33.55295,SDCCU - Murrieta Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Murrieta Branch,25165 Madison Avenue; Murrieta; CA 92562
-117.104867,33.479022,SDCCU - Temecula Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Temecula Branch,31693 Temecula Parkway; Temecula; CA 92592
-117.152148,33.51986,SDCCU - Temecula North Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Temecula North Branch,29097 Overland Drive; Temecula; CA 92591
-117.695932,33.493359,SDCCU - Laguna Niguel Hours: M-Th 9-5; Fri 9-6; Sat 9-4 San Diego County Credit Union - Laguna Niguel Branch,32341 Golden Lantern; Laguna Niguel; CA 92677
-117.1077,32.628,Bayside Park,
-117.13874,32.62574,Silver Strand Beach,
-117.1325,32.576,Imperial Beach,
-117.2626,32.8049,Tourmaline Beach,
-117.216,32.7741,Stinkies,
-117.2401,32.7849,Sail Bay,
